Draw Number,Sales for,Draw Day,Time,Balls,Jackpot Size (m),Jackpot Size,Draw Sales (m),Draw Sales,Sales Above or Below Average,Jackpot Winners,Jackpot Won (with num),Total Winners,Total Winners (thousands),Number of Winners Above or Below Average
2420,Saturdays,Saturday,02-Mar-19,4  8  16  19  33  45  -  54,7.379371,7379371,22.834616,22834616,Above,0,No,176769,176.769,Above
2419,Wednesdays,Wednesday,27-Feb-19,19  20  22  31  51  54  -  16,5.143862,5143862,13.726884,13726884,Below,0,No,57066,57.066,Below
2418,Saturdays,Saturday,23-Feb-19,6  9  38  40  42  48  -  57,3.8,3800000,21,21000000,Above,0,No,130175,130.175,Above
2417,Wednesdays,Wednesday,20-Feb-19,3  11  17  33  41  51  -  48,18.44818,18448180,19.877252,19877252,Above,0,No,115004,115.004,Above
2416,Saturdays,Saturday,16-Feb-19,11  15  18  43  46  51  -  12,16.502197,16502197,25.558702,25558702,Above,0,No,122179,122.179,Above
2415,Wednesdays,Wednesday,13-Feb-19,4  8  26  31  42  45  -  55,14,14000000,16,16000000,Below,0,No,116210,116.21,Above
2414,Saturdays,Saturday,09-Feb-19,25  27  31  36  38  47  -  12,7.369767,7369767,23.016568,23016568,Above,0,No,125123,125.123,Above
2413,Wednesdays,Wednesday,06-Feb-19,3  16  24  41  44  53  -  15,5.116445,5116445,13.446834,13446834,Below,0,No,68565,68.565,Below
2412,Saturdays,Saturday,02-Feb-19,1  6  41  53  55  59  -  20,3.8,3800000,21,21000000,Above,0,No,76817,76.817,Below
2411,Wednesdays,Wednesday,30-Jan-19,7  22  31  43  47  58  -  2,12.950857,12950857,17.85576,17855760,Below,0,No,92158,92.158,Below
2410,Saturdays,Saturday,26-Jan-19,29  40  42  47  51  56  -  45,11.202778,11202778,24.615842,24615842,Above,0,No,88883,88.883,Below
2409,Wednesdays,Wednesday,23-Jan-19,5  27  30  41  45  58  -  38,8.792887,8792887,14.6243,14624300,Below,0,No,71244,71.244,Below
2408,Saturdays,Saturday,19-Jan-19,11  15  17  22  31  52  -  45,7.361168,7361168,23.017794,23017794,Above,0,No,144671,144.671,Above
2407,Wednesdays,Wednesday,16-Jan-19,1  12  44  48  54  55  -  8,5.107726,5107726,13.357774,13357774,Below,0,No,53763,53.763,Below
2406,Saturdays,Saturday,12-Jan-19,13  29  32  43  49  55  -  26,3.8,3800000,21,21000000,Above,0,No,98487,98.487,Below
2405,Wednesdays,Wednesday,09-Jan-19,3  17  36  42  51  57  -  18,9.370844,9370844,15.679438,15679438,Below,1,Yes (1),70006,70.006,Below
2404,Saturdays,Saturday,05-Jan-19,18  25  27  28  32  47  -  6,7.835827,7835827,23.838294,23838294,Above,0,No,147732,147.732,Above
2403,Wednesdays,Wednesday,02-Jan-19,8  9  10  35  40  53  -  21,5.502058,5502058,13.890368,13890368,Below,0,No,70745,70.745,Below
2402,Saturdays,Saturday,29-Dec-18,26  31  38  40  45  57  -  28,4.142191,4142191,21.88142,21881420,Above,0,No,88925,88.925,Below
2401,Wednesdays,Wednesday,26-Dec-18,7  14  35  45  54  58  -  1,2,2000000,12.7,12700000,Below,0,No,58396,58.396,Below
2400,Saturdays,Saturday,22-Dec-18,4  15  17  24  32  56  -  31,7.5,7500000,22.5,22500000,Above,2,Yes (2),163675,163.675,Above
2399,Wednesdays,Wednesday,19-Dec-18,12  24  33  34  39  56  -  38,5.341733,5341733,13.114116,13114116,Below,0,No,58364,58.364,Below
2398,Saturdays,Saturday,15-Dec-18,5  26  34  35  43  49  -  19,4.057861,4057861,21.02003,21020030,Above,0,No,111651,111.651,Above
2397,Wednesdays,Wednesday,12-Dec-18,3  22  31  46  51  59  -  53,2,2000000,12.7,12700000,Below,0,No,48357,48.357,Below
2396,Saturdays,Saturday,08-Dec-18,6  23  36  38  43  48  -  17,3.807614,3807614,22.511502,22511502,Above,2,Yes (2),127960,127.96,Above
2395,Wednesdays,Wednesday,05-Dec-18,1  6  13  23  45  56  -  41,5.411352,5411352,13.494362,13494362,Below,0,No,81094,81.094,Below
2394,Saturdays,Saturday,01-Dec-18,5  8  9  12  31  49  -  57,4.090254,4090254,21.35091,21350910,Above,0,No,205743,205.743,Above
2393,Wednesdays,Wednesday,28-Nov-18,36  39  45  46  48  52  -  38,2,2000000,12.7,12700000,Below,0,No,44528,44.528,Below
2392,Saturdays,Saturday,24-Nov-18,15  27  30  32  42  43  -  10,4.084955,4084955,21.296782,21296782,Above,1,Yes (1),112878,112.878,Above
2391,Wednesdays,Wednesday,21-Nov-18,24  31  35  42  46  53  -  9,2,2000000,12.7,12700000,Below,0,No,51702,51.702,Below
2390,Saturdays,Saturday,17-Nov-18,4  5  9  12  17  42  -  32,2.627216,2627216,22.433536,22433536,Above,2,Yes (2),230708,230.708,Above
2389,Wednesdays,Wednesday,14-Nov-18,4  11  20  45  48  53  -  16,1.928401,1928401,12.716286,12716286,Below,0,No,63860,63.86,Below
2388,Saturdays,Saturday,10-Nov-18,7  12  17  38  42  44  -  53,2.358426,2358426,22.176036,22176036,Above,4,Yes (4),180998,180.998,Above
2387,Wednesdays,Wednesday,07-Nov-18,4  5  9  40  46  59  -  58,6.645866,6645866,12.981878,12981878,Below,0,No,67665,67.665,Below
2386,Saturdays,Saturday,03-Nov-18,16  31  41  45  47  52  -  53,5.177188,5177188,22.099058,22099058,Above,0,No,90238,90.238,Below
2385,Wednesdays,Wednesday,31-Oct-18,5  14  20  24  28  45  -  21,1.900729,1900729,12.820042,12820042,Below,0,No,95941,95.941,Below
2384,Saturdays,Saturday,27-Oct-18,1  6  25  26  31  39  -  56,16.543093,16543093,23.233418,23233418,Above,1,Yes (1),159509,159.509,Above
2383,Wednesdays,Wednesday,24-Oct-18,9  22  32  40  51  59  -  17,14.098451,14098451,14.181468,14181468,Below,0,No,53577,53.577,Below
2382,Saturdays,Saturday,20-Oct-18,12  18  40  42  46  59  -  49,12.447858,12447858,22.647176,22647176,Above,0,No,99585,99.585,Below
2381,Wednesdays,Wednesday,17-Oct-18,1  5  6  20  51  54  -  56,9.590134,9590134,13.21823,13218230,Below,0,No,66991,66.991,Below
2380,Saturdays,Saturday,13-Oct-18,19  26  40  52  56  58  -  38,8.130368,8130368,21.905874,21905874,Above,0,No,75136,75.136,Below
2379,Wednesdays,Wednesday,10-Oct-18,10  49  50  53  54  56  -  4,5.382585,5382585,13.225284,13225284,Below,0,No,42210,42.21,Below
2378,Saturdays,Saturday,06-Oct-18,23  26  30  32  37  39  -  5,3.37713,3377130,22.252,22252000,Above,0,No,108349,108.349,Above
2377,Wednesdays,Wednesday,03-Oct-18,3  5  11  25  27  45  -  18,26.364533,26364533,20.77085,20770850,Above,0,No,178735,178.735,Above
2376,Saturdays,Saturday,29-Sep-18,17  36  40  44  54  58  -  27,24.284997,24284997,25.153378,25153378,Above,0,No,101629,101.629,Below
2375,Wednesdays,Wednesday,26-Sep-18,3  8  37  39  47  59  -  42,21.555697,21555697,16.025528,16025528,Below,0,No,75063,75.063,Below
2374,Saturdays,Saturday,22-Sep-18,5  16  18  20  25  55  -  36,20.125455,20125455,23.966954,23966954,Above,0,No,155456,155.456,Above
2373,Wednesdays,Wednesday,19-Sep-18,7  20  25  26  34  40  -  59,17.572057,17572057,14.330938,14330938,Below,0,No,86516,86.516,Below
2372,Saturdays,Saturday,15-Sep-18,25  42  48  50  55  58  -  44,16.447318,16447318,23.091986,23091986,Above,0,No,79958,79.958,Below
2371,Wednesdays,Wednesday,12-Sep-18,11  12  13  14  54  56  -  36,13.945461,13945461,14.092038,14092038,Below,0,No,60736,60.736,Below
2370,Saturdays,Saturday,08-Sep-18,7  19  33  34  52  53  -  48,12.30843,12308430,23.026866,23026866,Above,0,No,100223,100.223,Below
2369,Wednesdays,Wednesday,05-Sep-18,12  18  22  23  48  59  -  47,9.394412,9394412,13.774026,13774026,Below,0,No,75586,75.586,Below
2368,Saturdays,Saturday,01-Sep-18,3  21  22  38  46  55  -  50,7.852229,7852229,21.736994,21736994,Above,0,No,103534,103.534,Above
2367,Wednesdays,Wednesday,29-Aug-18,19  23  30  50  51  54  -  55,5.055854,5055854,12.603304,12603304,Below,0,No,44818,44.818,Below
2366,Saturdays,Saturday,25-Aug-18,9  22  33  39  41  56  -  48,3.187258,3187258,21.497414,21497414,Above,0,No,100651,100.651,Below
2365,Wednesdays,Wednesday,22-Aug-18,15  20  21  25  34  47  -  36,6.685121,6685121,13.469472,13469472,Below,1,Yes (1),75290,75.29,Below
2364,Saturdays,Saturday,18-Aug-18,1  2  6  12  13  55  -  11,5.188105,5188105,21.77221,21772210,Above,0,No,156819,156.819,Above
2363,Wednesdays,Wednesday,15-Aug-18,3  28  34  41  48  58  -  54,1.960095,1960095,12.925282,12925282,Below,0,No,55865,55.865,Below
2362,Saturdays,Saturday,11-Aug-18,1  3  10  18  19  37  -  57,13.922705,13922705,23.381598,23381598,Above,1,Yes (1),199067,199.067,Above
2361,Wednesdays,Wednesday,08-Aug-18,8  19  20  27  31  34  -  7,10.956094,10956094,14.481128,14481128,Below,0,No,102009,102.009,Above
2360,Saturdays,Saturday,04-Aug-18,5  17  23  25  34  51  -  52,9.309088,9309088,22.603746,22603746,Above,0,No,135533,135.533,Above
2359,Wednesdays,Wednesday,01-Aug-18,15  17  18  34  46  54  -  4,6.457803,6457803,13.222514,13222514,Below,0,No,57068,57.068,Below
2358,Saturdays,Saturday,28-Jul-18,11  29  31  32  38  45  -  10,4.997402,4997402,21.383168,21383168,Above,0,No,120770,120.77,Above
2357,Wednesdays,Wednesday,25-Jul-18,5  19  20  23  30  43  -  6,1.827083,1827083,12.323308,12323308,Below,0,No,99716,99.716,Below
2356,Saturdays,Saturday,21-Jul-18,9  13  16  25  40  46  -  52,7.748131,7748131,21.477046,21477046,Above,1,Yes (1),138862,138.862,Above
2355,Wednesdays,Wednesday,18-Jul-18,22  34  44  49  51  53  -  33,5.063895,5063895,12.849174,12849174,Below,0,No,47512,47.512,Below
2354,Saturdays,Saturday,14-Jul-18,4  8  13  26  41  55  -  58,3.115342,3115342,21.012356,21012356,Above,0,No,125080,125.08,Above
2353,Wednesdays,Wednesday,11-Jul-18,8  11  17  25  33  46  -  13,10.596472,10596472,13.76116,13761160,Below,1,Yes (1),109645,109.645,Above
2352,Saturdays,Saturday,07-Jul-18,17  18  29  48  52  54  -  1,9.05621,9056210,21.172076,21172076,Above,0,No,84131,84.131,Below
2351,Wednesdays,Wednesday,04-Jul-18,8  13  22  46  52  58  -  7,6.417197,6417197,12.729604,12729604,Below,0,No,53552,53.552,Below
2350,Saturdays,Saturday,30-Jun-18,6  28  32  45  46  49  -  50,4.986777,4986777,20.822904,20822904,Above,0,No,110636,110.636,Above
2349,Wednesdays,Wednesday,27-Jun-18,4  41  45  54  57  58  -  26,1.899524,1899524,12.811908,12811908,Below,0,No,42259,42.259,Below
2348,Saturdays,Saturday,23-Jun-18,1  10  15  25  31  47  -  53,17.196314,17196314,23.118742,23118742,Above,1,Yes (1),176190,176.19,Above
2347,Wednesdays,Wednesday,20-Jun-18,15  22  26  35  41  43  -  1,14.768674,14768674,14.350234,14350234,Below,0,No,75167,75.167,Below
2346,Saturdays,Saturday,16-Jun-18,10  18  36  37  41  46  -  8,13.641074,13641074,22.629966,22629966,Above,0,No,113445,113.445,Above
2345,Wednesdays,Wednesday,13-Jun-18,5  15  22  33  38  45  -  11,10.785901,10785901,13.613936,13613936,Below,0,No,90068,90.068,Below
2344,Saturdays,Saturday,09-Jun-18,3  17  20  55  56  58  -  57,9.267495,9267495,21.54403,21544030,Above,0,No,79399,79.399,Below
2343,Wednesdays,Wednesday,06-Jun-18,12  22  31  35  42  58  -  55,6.501413,6501413,12.639134,12639134,Below,0,No,61380,61.38,Below
2342,Saturdays,Saturday,02-Jun-18,4  32  38  43  51  58  -  10,5.085086,5085086,21.553198,21553198,Above,0,No,77139,77.139,Below
2341,Wednesdays,Wednesday,30-May-18,4  5  8  26  32  39  -  16,1.816584,1816584,12.252494,12252494,Below,0,No,89464,89.464,Below
2340,Saturdays,Saturday,26-May-18,9  14  19  29  39  40  -  3,4.603805,4603805,22.048852,22048852,Above,2,Yes (2),147608,147.608,Above
2339,Wednesdays,Wednesday,23-May-18,1  15  17  32  36  45  -  5,6.438596,6438596,12.687858,12687858,Below,0,No,68694,68.694,Below
2338,Saturdays,Saturday,19-May-18,1  3  34  36  48  52  -  22,5.057464,5057464,21.231076,21231076,Above,0,No,93801,93.801,Below
2337,Wednesdays,Wednesday,16-May-18,4  22  26  32  48  54  -  57,1.909658,1909658,12.592688,12592688,Below,0,No,60484,60.484,Below
2336,Saturdays,Saturday,12-May-18,1  15  21  30  35  44  -  5,21.044592,21044592,24.46008,24460080,Above,1,Yes (1),152593,152.593,Above
2335,Wednesdays,Wednesday,09-May-18,18  21  25  30  56  59  -  5,18.418082,18418082,14.622528,14622528,Below,0,No,64972,64.972,Below
2334,Saturdays,Saturday,05-May-18,2  9  14  49  52  56  -  41,17.250153,17250153,23.813012,23813012,Above,0,No,108605,108.605,Above
2333,Wednesdays,Wednesday,02-May-18,4  8  10  26  38  48  -  41,14.638953,14638953,14.578614,14578614,Below,0,No,112689,112.689,Above
2332,Saturdays,Saturday,28-Apr-18,3  11  37  38  43  44  -  20,13.477493,13477493,23.39321,23393210,Above,0,No,150823,150.823,Above
2331,Wednesdays,Wednesday,25-Apr-18,5  14  18  40  41  50  -  12,10.50916,10509160,13.89354,13893540,Below,0,No,66306,66.306,Below
2330,Saturdays,Saturday,21-Apr-18,2  8  9  12  20  57  -  38,8.949271,8949271,21.472488,21472488,Above,0,No,164512,164.512,Above
2329,Wednesdays,Wednesday,18-Apr-18,4  11  21  39  41  59  -  58,6.265709,6265709,12.358178,12358178,Below,0,No,65364,65.364,Below
2328,Saturdays,Saturday,14-Apr-18,10  40  42  46  47  48  -  38,4.933456,4933456,21.166412,21166412,Above,0,No,95881,95.881,Below
2327,Wednesdays,Wednesday,11-Apr-18,21  25  32  52  56  59  -  28,1.795273,1795273,12.108756,12108756,Below,0,No,38388,38.388,Below
2326,Saturdays,Saturday,07-Apr-18,1  4  31  33  52  55  -  13,9.561853,9561853,22.407834,22407834,Above,1,Yes (1),90207,90.207,Below
2325,Wednesdays,Wednesday,04-Apr-18,1  9  15  26  38  43  -  14,6.664434,6664434,12.95849,12958490,Below,0,No,86373,86.373,Below
2324,Saturdays,Saturday,31-Mar-18,6  8  20  26  35  36  -  39,5.199304,5199304,22.551814,22551814,Above,0,No,143675,143.675,Above
2323,Wednesdays,Wednesday,28-Mar-18,2  6  7  15  52  54  -  45,1.855785,1855785,12.23744,12237440,Below,0,No,62255,62.255,Below
2322,Saturdays,Saturday,24-Mar-18,3  11  16  36  43  59  -  49,9.339858,9339858,22.322526,22322526,Above,1,Yes (1),120373,120.373,Above
2321,Wednesdays,Wednesday,21-Mar-18,2  35  44  51  54  55  -  45,6.530267,6530267,13.286218,13286218,Below,0,No,44805,44.805,Below
2320,Saturdays,Saturday,17-Mar-18,7  8  13  24  45  46  -  39,5.060421,5060421,21.901482,21901482,Above,0,No,156675,156.675,Above
2319,Wednesdays,Wednesday,14-Mar-18,7  19  38  45  47  53  -  15,1.813255,1813255,12.23004,12230040,Below,0,No,61847,61.847,Below
2318,Saturdays,Saturday,10-Mar-18,3  7  36  42  53  59  -  50,7.988062,7988062,22.203922,22203922,Above,1,Yes (1),101289,101.289,Below
2317,Wednesdays,Wednesday,07-Mar-18,8  10  22  37  55  57  -  29,5.120878,5120878,13.067242,13067242,Below,0,No,57618,57.618,Below
2316,Saturdays,Saturday,03-Mar-18,15  19  20  29  42  50  -  36,3.183498,3183498,21.472054,21472054,Above,0,No,104540,104.54,Above
2315,Wednesdays,Wednesday,28-Feb-18,9  10  27  30  33  45  -  29,6.700919,6700919,12.932446,12932446,Below,1,Yes (1),98603,98.603,Below
2314,Saturdays,Saturday,24-Feb-18,2  11  35  40  48  55  -  7,5.283524,5283524,22.43009,22430090,Above,0,No,102577,102.577,Above
2313,Wednesdays,Wednesday,21-Feb-18,14  25  29  30  35  53  -  38,1.957996,1957996,12.91144,12911440,Below,0,No,62006,62.006,Below
2312,Saturdays,Saturday,17-Feb-18,5  8  9  10  38  53  -  56,18.139352,18139352,24.040068,24040068,Above,1,Yes (1),156735,156.735,Above
2311,Wednesdays,Wednesday,14-Feb-18,2  8  33  46  48  50  -  5,15.575114,15575114,14.33773,14337730,Below,0,No,68021,68.021,Below
2310,Saturdays,Saturday,10-Feb-18,3  12  15  29  51  58  -  13,14.449368,14449368,23.383304,23383304,Above,0,No,116429,116.429,Above
2309,Wednesdays,Wednesday,07-Feb-18,5  19  29  34  40  45  -  57,11.404833,11404833,14.02625,14026250,Below,0,No,82332,82.332,Below
2308,Saturdays,Saturday,03-Feb-18,8  26  27  29  49  58  -  38,9.825247,9825247,22.899264,22899264,Above,0,No,120042,120.042,Above
2307,Wednesdays,Wednesday,31-Jan-18,5  19  21  42  44  57  -  18,6.851294,6851294,13.189212,13189212,Below,0,No,77247,77.247,Below
2306,Saturdays,Saturday,27-Jan-18,29  33  43  45  49  56  -  16,5.351174,5351174,22.654366,22654366,Above,0,No,93820,93.82,Below
2305,Wednesdays,Wednesday,24-Jan-18,1  22  39  44  48  59  -  5,1.992347,1992347,13.137958,13137958,Below,0,No,57273,57.273,Below
2304,Saturdays,Saturday,20-Jan-18,2  10  19  28  29  31  -  47,8.6132,8613200,24.163538,24163538,Above,2,Yes (2),218928,218.928,Above
2303,Wednesdays,Wednesday,17-Jan-18,30  33  37  43  55  56  -  46,14.643856,14643856,14.884162,14884162,Below,0,No,54146,54.146,Below
2302,Saturdays,Saturday,13-Jan-18,6  7  9  18  35  46  -  5,12.937095,12937095,23.6305,23630500,Above,0,No,175765,175.765,Above
2301,Wednesdays,Wednesday,10-Jan-18,6  11  27  29  40  55  -  45,9.933511,9933511,13.823708,13823708,Below,0,No,83374,83.374,Below
2300,Saturdays,Saturday,06-Jan-18,18  28  31  32  44  51  -  50,8.337171,8337171,23.041204,23041204,Above,0,No,113235,113.235,Above
2299,Wednesdays,Wednesday,03-Jan-18,11  19  20  30  35  49  -  44,5.421027,5421027,13.14416,13144160,Below,0,No,86040,86.04,Below
2298,Saturdays,Saturday,30-Dec-17,33  37  42  47  55  58  -  34,3.472243,3472243,23.419582,23419582,Above,0,No,90118,90.118,Below
2297,Wednesdays,Wednesday,27-Dec-17,18  36  48  57  58  59  -  50,24.43052,24430520,20.899858,20899858,Above,0,No,106934,106.934,Above
2296,Saturdays,Saturday,23-Dec-17,20  32  36  44  47  56  -  41,22.331857,22331857,31.81582,31815820,Above,0,No,140589,140.589,Above
2295,Wednesdays,Wednesday,20-Dec-17,10  20  28  38  41  46  -  16,18.61472,18614720,14.789416,14789416,Below,0,No,78497,78.497,Below
2294,Saturdays,Saturday,16-Dec-17,22  25  35  45  46  57  -  14,17.371932,17371932,23.082954,23082954,Above,0,No,99291,99.291,Below
2293,Wednesdays,Wednesday,13-Dec-17,6  14  23  24  43  58  -  40,14.949598,14949598,13.552854,13552854,Below,0,No,73440,73.44,Below
2292,Saturdays,Saturday,09-Dec-17,2  32  37  39  46  54  -  19,13.94022,13940220,22.688596,22688596,Above,0,No,90111,90.111,Below
2291,Wednesdays,Wednesday,06-Dec-17,3  19  24  31  50  52  -  16,10.999536,10999536,13.73831,13738310,Below,0,No,66160,66.16,Below
2290,Saturdays,Saturday,02-Dec-17,4  9  13  32  46  50  -  52,9.462662,9462662,22.348578,22348578,Above,0,No,114517,114.517,Above
2289,Wednesdays,Wednesday,29-Nov-17,20  32  42  43  53  58  -  8,6.649202,6649202,13.21176,13211760,Below,0,No,42868,42.868,Below
2288,Saturdays,Saturday,25-Nov-17,4  7  29  45  54  56  -  8,5.145663,5145663,22.193216,22193216,Above,0,No,100838,100.838,Below
2287,Wednesdays,Wednesday,22-Nov-17,2  16  17  27  36  37  -  42,1.855244,1855244,12.513248,12513248,Below,0,No,85323,85.323,Below
2286,Saturdays,Saturday,18-Nov-17,1  20  24  36  54  58  -  11,18.188218,18188218,23.835694,23835694,Above,1,Yes (1),92792,92.792,Below
2285,Wednesdays,Wednesday,15-Nov-17,2  11  22  36  51  59  -  7,15.654281,15654281,14.527818,14527818,Below,0,No,66661,66.661,Below
2284,Saturdays,Saturday,11-Nov-17,4  16  27  30  41  49  -  54,14.450835,14450835,23.485464,23485464,Above,0,No,152732,152.732,Above
2283,Wednesdays,Wednesday,08-Nov-17,2  17  25  32  42  49  -  4,11.389307,11389307,14.005308,14005308,Below,0,No,90658,90.658,Below
2282,Saturdays,Saturday,04-Nov-17,6  20  23  29  35  53  -  57,9.812847,9812847,23.236428,23236428,Above,0,No,117779,117.779,Above
2281,Wednesdays,Wednesday,01-Nov-17,13  14  18  19  21  36  -  53,6.867823,6867823,13.626376,13626376,Below,0,No,96455,96.455,Below
2280,Saturdays,Saturday,28-Oct-17,8  15  33  42  55  58  -  53,5.301408,5301408,22.727158,22727158,Above,0,No,97958,97.958,Below
2279,Wednesdays,Wednesday,25-Oct-17,1  3  11  37  49  58  -  21,1.931824,1931824,13.029764,13029764,Below,0,No,76160,76.16,Below
2278,Saturdays,Saturday,21-Oct-17,3  31  37  41  44  59  -  32,3.500729,3500729,23.080172,23080172,Above,1,Yes (1),102926,102.926,Above
2277,Wednesdays,Wednesday,18-Oct-17,11  12  15  22  27  44  -  7,24.995407,24995407,22.406956,22406956,Above,0,No,158074,158.074,Above
2276,Saturdays,Saturday,14-Oct-17,6  22  40  43  47  58  -  42,22.673298,22673298,25.618364,25618364,Above,0,No,112611,112.611,Above
2275,Wednesdays,Wednesday,11-Oct-17,17  38  49  54  55  56  -  13,19.875058,19875058,15.953466,15953466,Below,0,No,57894,57.894,Below
2274,Saturdays,Saturday,07-Oct-17,15  20  30  37  47  51  -  21,18.509759,18509759,25.117294,25117294,Above,0,No,108316,108.316,Above
2273,Wednesdays,Wednesday,04-Oct-17,12  20  32  38  48  54  -  5,15.785809,15785809,15.115562,15115562,Below,0,No,66311,66.311,Below
2272,Saturdays,Saturday,30-Sep-17,13  18  21  30  50  54  -  20,14.54474,14544740,23.657878,23657878,Above,0,No,106701,106.701,Above
2271,Wednesdays,Wednesday,27-Sep-17,30  35  45  47  52  55  -  40,11.455122,11455122,14.162306,14162306,Below,0,No,50077,50.077,Below
2270,Saturdays,Saturday,23-Sep-17,17  18  26  39  54  56  -  57,9.807442,9807442,23.09078,23090780,Above,0,No,90004,90.004,Below
2269,Wednesdays,Wednesday,20-Sep-17,8  20  25  50  51  58  -  45,6.88384,6883840,13.544292,13544292,Below,0,No,47072,47.072,Below
2268,Saturdays,Saturday,16-Sep-17,1  6  31  37  49  50  -  38,5.329846,5329846,22.70837,22708370,Above,0,No,106890,106.89,Above
2267,Wednesdays,Wednesday,13-Sep-17,4  11  14  21  29  56  -  27,1.88616,1886160,12.72177,12721770,Below,0,No,95351,95.351,Below
2266,Saturdays,Saturday,09-Sep-17,4  7  13  49  56  58  -  6,16.976182,16976182,23.71534,23715340,Above,1,Yes (1),115736,115.736,Above
2265,Wednesdays,Wednesday,06-Sep-17,16  30  34  50  52  53  -  46,14.460089,14460089,14.499668,14499668,Below,0,No,47350,47.35,Below
2264,Saturdays,Saturday,02-Sep-17,30  33  35  40  41  59  -  8,12.810334,12810334,22.992648,22992648,Above,0,No,86320,86.32,Below
2263,Wednesdays,Wednesday,30-Aug-17,34  42  46  57  58  59  -  38,9.901377,9901377,13.538048,13538048,Below,0,No,43307,43.307,Below
2262,Saturdays,Saturday,26-Aug-17,20  25  34  41  42  52  -  58,8.348251,8348251,22.92118,22921180,Above,0,No,88029,88.029,Below
2261,Wednesdays,Wednesday,23-Aug-17,8  16  21  41  44  56  -  45,5.372825,5372825,13.135822,13135822,Below,0,No,67559,67.559,Below
2260,Saturdays,Saturday,19-Aug-17,12  25  39  46  52  55  -  3,3.38031,3380310,22.290474,22290474,Above,0,No,85885,85.885,Below
2259,Wednesdays,Wednesday,16-Aug-17,7  17  28  43  44  45  -  54,1.903798,1903798,12.554046,12554046,Below,1,Yes (1),91347,91.347,Below
2258,Saturdays,Saturday,12-Aug-17,10  27  49  52  55  56  -  17,14.402436,14402436,23.631382,23631382,Above,1,Yes (1),84745,84.745,Below
2257,Wednesdays,Wednesday,09-Aug-17,5  9  25  34  51  59  -  44,11.39881,11398810,13.846502,13846502,Below,0,No,62368,62.368,Below
2256,Saturdays,Saturday,05-Aug-17,14  24  30  45  49  56  -  27,9.799014,9799014,23.168976,23168976,Above,0,No,103106,103.106,Above
2255,Wednesdays,Wednesday,02-Aug-17,4  6  24  35  45  52  -  8,6.863927,6863927,13.169288,13169288,Below,0,No,63811,63.811,Below
2254,Saturdays,Saturday,29-Jul-17,1  26  41  55  56  59  -  36,5.411439,5411439,22.700122,22700122,Above,0,No,73270,73.27,Below
2253,Wednesdays,Wednesday,26-Jul-17,5  10  29  35  55  56  -  30,1.967928,1967928,12.976932,12976932,Below,0,No,56527,56.527,Below
2252,Saturdays,Saturday,22-Jul-17,5  13  21  35  41  47  -  23,12.791049,12791049,23.1691,23169100,Above,1,Yes (1),144269,144.269,Above
2251,Wednesdays,Wednesday,19-Jul-17,2  6  14  16  25  36  -  42,9.855934,9855934,13.73664,13736640,Below,0,No,112198,112.198,Above
2250,Saturdays,Saturday,15-Jul-17,7  8  14  47  56  58  -  23,8.270807,8270807,23.081,23081000,Above,0,No,103287,103.287,Above
2249,Wednesdays,Wednesday,12-Jul-17,7  14  19  38  40  45  -  18,5.348763,5348763,13.4661,13466100,Below,0,No,88902,88.902,Below
2248,Saturdays,Saturday,08-Jul-17,1  11  18  27  32  50  -  25,3.352302,3352302,22.105788,22105788,Above,0,No,130838,130.838,Above
2247,Wednesdays,Wednesday,05-Jul-17,16  18  25  27  29  57  -  4,6.981548,6981548,13.487036,13487036,Below,1,Yes (1),77859,77.859,Below
2246,Saturdays,Saturday,01-Jul-17,2  19  36  52  54  59  -  6,5.481888,5481888,23.04929,23049290,Above,0,No,80337,80.337,Below
2245,Wednesdays,Wednesday,28-Jun-17,2  10  21  23  54  56  -  44,1.98637,1986370,13.098542,13098542,Below,0,No,64384,64.384,Below
2244,Saturdays,Saturday,24-Jun-17,4  16  26  39  42  54  -  24,21.387231,21387231,24.867038,24867038,Above,1,Yes (1),127403,127.403,Above
2243,Wednesdays,Wednesday,21-Jun-17,1  3  5  11  15  43  -  48,18.700435,18700435,15.122,15122000,Below,0,No,149298,149.298,Above
2242,Saturdays,Saturday,17-Jun-17,1  11  16  20  24  44  -  42,17.407211,17407211,23.809736,23809736,Above,0,No,190541,190.541,Above
2241,Wednesdays,Wednesday,14-Jun-17,2  4  14  23  34  46  -  45,14.877043,14877043,14.49603,14496030,Below,0,No,100134,100.134,Below
2240,Saturdays,Saturday,10-Jun-17,10  18  28  35  36  50  -  2,13.178747,13178747,23.866324,23866324,Above,0,No,117297,117.297,Above
2239,Wednesdays,Wednesday,07-Jun-17,6  8  12  36  37  41  -  50,10.140252,10140252,14.137848,14137848,Below,0,No,91798,91.798,Below
2238,Saturdays,Saturday,03-Jun-17,12  19  21  38  47  51  -  48,8.496269,8496269,23.190178,23190178,Above,0,No,119042,119.042,Above
2237,Wednesdays,Wednesday,31-May-17,18  23  28  52  56  59  -  36,5.558072,5558072,13.605908,13605908,Below,0,No,49124,49.124,Below
2236,Saturdays,Saturday,27-May-17,20  22  31  39  41  54  -  33,3.494644,3494644,23.044424,23044424,Above,0,No,90806,90.806,Below
2235,Wednesdays,Wednesday,24-May-17,3  30  44  45  55  59  -  37,25.442066,25442066,22.968312,22968312,Above,0,No,103319,103.319,Above
